datetime,slot,p05,p50,p95,band_width,confidence,expected_spread,risk_adjusted,conservative_charge,optimistic_discharge,arbitrage_signal
2026-04-30 00:00:00,0,84.9214687573561,112.86629730435332,181.78312846842422,96.86165971106813,0.27551671678731604,124.17313704153507,92.62073616980923,84.9214687573561,181.78312846842422,98.13414205125397
2026-04-30 00:15:00,1,86.17233454433403,107.47863211560501,171.88991733450393,85.7175827901699,0.35886958788316914,122.92227125455713,93.81851677305221,86.17233454433403,171.88991733450393,92.74647686250566
2026-04-30 00:30:00,2,87.07563157935947,109.97519757111924,175.76446963809025,88.68883805873078,0.3366458847311572,122.0189742195317,94.78467623261496,87.07563157935947,175.76446963809025,95.24304231801989
2026-04-30 00:45:00,3,86.01634653635618,106.5391700381533,158.50045001662755,72.48410348027137,0.4578502843461565,123.07825926253498,95.41272711223998,86.01634653635618,158.50045001662755,91.80701478505395
2026-04-30 01:00:00,4,86.4058323328168,107.94462566952781,171.17972479103432,84.77389245821752,0.36592798304249563,122.68877346607437,94.2874795356886,86.4058323328168,171.17972479103432,93.21247041642846
2026-04-30 01:15:00,5,86.47027502809478,106.1509653060342,158.5291607962251,72.05888576813034,0.46103072875616413,122.62433077079639,95.54367800935754,86.47027502809478,158.5291607962251,91.41881005293484
2026-04-30 01:30:00,6,86.39242305413983,105.23520626667683,169.39410509455138,83.00168204041155,0.3791833497775452,122.70218274475134,93.5372927118017,86.39242305413983,169.39410509455138,90.50305101357748
2026-04-30 01:45:00,7,86.74032240967013,106.67404127643867,168.28127116664382,81.54094875697369,0.39010900238601665,122.35428338922104,94.51664559062853,86.74032240967013,168.28127116664382,91.94188602333932
2026-04-30 02:00:00,8,86.5757985125037,105.41002485723739,148.32733648410814,61.75153797160445,0.5381252282218676,122.51880728638747,96.71097086264582,86.5757985125037,148.32733648410814,90.67786960413804
2026-04-30 02:15:00,9,86.32142866541783,105.3763606222655,148.51045204231426,62.18902337689643,0.5348530267777771,122.77317713347334,96.5130166975824,86.32142866541783,148.51045204231426,90.64420536916614
2026-04-30 02:30:00,10,86.44779740495845,105.31843402153889,163.1816608212855,76.73386341632705,0.4260639197461338,122.64680839393272,94.48789480992363,86.44779740495845,163.1816608212855,90.58627876843954
2026-04-30 02:45:00,11,86.44779740495845,105.39061378067696,163.85572735068055,77.4079299457221,0.42102219390975415,122.64680839393272,94.42314351429307,86.44779740495845,163.85572735068055,90.65845852757761
2026-04-30 03:00:00,12,86.17300463442987,103.9300634307345,144.42342966210455,58.25042502767468,0.5643120374101767,122.9216011644613,96.19352666218484,86.17300463442987,144.42342966210455,89.19790817763516
2026-04-30 03:15:00,13,86.52692250219982,105.49068007522776,144.8530768628955,58.32615436069568,0.5637456147824185,122.56768329669134,97.2176576737912,86.52692250219982,144.8530768628955,90.75852482212841
2026-04-30 03:30:00,14,86.0527949854941,103.57001043730445,144.8530768628955,58.8002818774014,0.5601993462073284,123.04181081339706,95.86592762897116,86.0527949854941,144.8530768628955,88.8378551842051
2026-04-30 03:45:00,15,86.2423263445427,103.4852834300632,150.51805579121228,64.27572944666957,0.5192453687112248,122.85227945434846,95.19565195408563,86.2423263445427,150.51805579121228,88.75312817696386
2026-04-30 04:00:00,16,85.88353482247281,104.21742001062917,143.38398550888633,57.500450686413515,0.5699215208188124,123.21107097641836,96.33241055142437,85.88353482247281,143.38398550888633,89.48526475752982
